year,stateabbr,locationname,locationid,measure,data_value,data_value_type,county_fips
2022,ID,Shoshone,16079,Mammography use among women aged 50-74 years,64.4,Age-adjusted prevalence,16079
2022,ID,Shoshone,16079,Mammography use among women aged 50-74 years,66.2,Crude prevalence,16079
2022,ID,Teton,16081,Mammography use among women aged 50-74 years,73.0,Age-adjusted prevalence,16081
2022,ID,Teton,16081,Mammography use among women aged 50-74 years,73.6,Crude prevalence,16081
2022,ID,Twin Falls,16083,Mammography use among women aged 50-74 years,67.4,Age-adjusted prevalence,16083
2022,ID,Twin Falls,16083,Mammography use among women aged 50-74 years,68.8,Crude prevalence,16083
2022,ID,Valley,16085,Mammography use among women aged 50-74 years,69.1,Age-adjusted prevalence,16085
2022,ID,Valley,16085,Mammography use among women aged 50-74 years,70.8,Crude prevalence,16085
2022,ID,Washington,16087,Mammography use among women aged 50-74 years,64.6,Age-adjusted prevalence,16087
2022,ID,Washington,16087,Mammography use among women aged 50-74 years,66.0,Crude prevalence,16087
2022,IL,Adams,17001,Mammography use among women aged 50-74 years,73.0,Age-adjusted prevalence,17001
2022,IL,Adams,17001,Mammography use among women aged 50-74 years,73.2,Crude prevalence,17001
2022,IL,Alexander,17003,Mammography use among women aged 50-74 years,69.9,Age-adjusted prevalence,17003
2022,IL,Alexander,17003,Mammography use among women aged 50-74 years,71.2,Crude prevalence,17003
2022,IL,Bond,17005,Mammography use among women aged 50-74 years,74.0,Age-adjusted prevalence,17005
2022,IL,Bond,17005,Mammography use among women aged 50-74 years,74.1,Crude prevalence,17005
2022,IL,Boone,17007,Mammography use among women aged 50-74 years,74.3,Age-adjusted prevalence,17007
2022,IL,Boone,17007,Mammography use among women aged 50-74 years,74.8,Crude prevalence,17007
2022,IL,Brown,17009,Mammography use among women aged 50-74 years,65.4,Age-adjusted prevalence,17009
2022,IL,Brown,17009,Mammography use among women aged 50-74 years,65.9,Crude prevalence,17009
2022,IL,Bureau,17011,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,17011
2022,IL,Bureau,17011,Mammography use among women aged 50-74 years,71.7,Crude prevalence,17011
2022,IL,Calhoun,17013,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,17013
2022,IL,Calhoun,17013,Mammography use among women aged 50-74 years,71.8,Crude prevalence,17013
2022,IL,Carroll,17015,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,17015
2022,IL,Carroll,17015,Mammography use among women aged 50-74 years,71.7,Crude prevalence,17015
2022,IL,Cass,17017,Mammography use among women aged 50-74 years,67.4,Age-adjusted prevalence,17017
2022,IL,Cass,17017,Mammography use among women aged 50-74 years,67.6,Crude prevalence,17017
2022,IL,Champaign,17019,Mammography use among women aged 50-74 years,74.3,Age-adjusted prevalence,17019
2022,IL,Champaign,17019,Mammography use among women aged 50-74 years,75.0,Crude prevalence,17019
2022,IL,Christian,17021,Mammography use among women aged 50-74 years,72.3,Age-adjusted prevalence,17021
2022,IL,Christian,17021,Mammography use among women aged 50-74 years,73.2,Crude prevalence,17021
2022,IL,Clark,17023,Mammography use among women aged 50-74 years,71.3,Age-adjusted prevalence,17023
2022,IL,Clark,17023,Mammography use among women aged 50-74 years,71.9,Crude prevalence,17023
2022,IL,Clay,17025,Mammography use among women aged 50-74 years,70.3,Age-adjusted prevalence,17025
2022,IL,Clay,17025,Mammography use among women aged 50-74 years,70.1,Crude prevalence,17025
2022,IL,Clinton,17027,Mammography use among women aged 50-74 years,76.3,Age-adjusted prevalence,17027
2022,IL,Clinton,17027,Mammography use among women aged 50-74 years,76.5,Crude prevalence,17027
2022,IL,Coles,17029,Mammography use among women aged 50-74 years,68.3,Age-adjusted prevalence,17029
2022,IL,Coles,17029,Mammography use among women aged 50-74 years,69.3,Crude prevalence,17029
2022,IL,Cook,17031,Mammography use among women aged 50-74 years,73.8,Age-adjusted prevalence,17031
2022,IL,Cook,17031,Mammography use among women aged 50-74 years,74.2,Crude prevalence,17031
2022,IL,Crawford,17033,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,17033
2022,IL,Crawford,17033,Mammography use among women aged 50-74 years,71.2,Crude prevalence,17033
2022,IL,Cumberland,17035,Mammography use among women aged 50-74 years,70.6,Age-adjusted prevalence,17035
2022,IL,Cumberland,17035,Mammography use among women aged 50-74 years,70.5,Crude prevalence,17035
2022,IL,DeKalb,17037,Mammography use among women aged 50-74 years,74.7,Age-adjusted prevalence,17037
2022,IL,DeKalb,17037,Mammography use among women aged 50-74 years,75.0,Crude prevalence,17037
2022,IL,De Witt,17039,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,17039
2022,IL,De Witt,17039,Mammography use among women aged 50-74 years,71.5,Crude prevalence,17039
2022,IL,Douglas,17041,Mammography use among women aged 50-74 years,73.1,Age-adjusted prevalence,17041
2022,IL,Douglas,17041,Mammography use among women aged 50-74 years,73.1,Crude prevalence,17041
2022,IL,DuPage,17043,Mammography use among women aged 50-74 years,75.4,Age-adjusted prevalence,17043
2022,IL,DuPage,17043,Mammography use among women aged 50-74 years,76.0,Crude prevalence,17043
2022,IL,Edgar,17045,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,17045
2022,IL,Edgar,17045,Mammography use among women aged 50-74 years,71.5,Crude prevalence,17045
2022,IL,Edwards,17047,Mammography use among women aged 50-74 years,68.8,Age-adjusted prevalence,17047
2022,IL,Edwards,17047,Mammography use among women aged 50-74 years,68.9,Crude prevalence,17047
2022,IL,Effingham,17049,Mammography use among women aged 50-74 years,71.9,Age-adjusted prevalence,17049
2022,IL,Effingham,17049,Mammography use among women aged 50-74 years,72.7,Crude prevalence,17049
2022,IL,Fayette,17051,Mammography use among women aged 50-74 years,69.2,Age-adjusted prevalence,17051
2022,IL,Fayette,17051,Mammography use among women aged 50-74 years,69.2,Crude prevalence,17051
2022,IL,Ford,17053,Mammography use among women aged 50-74 years,67.6,Age-adjusted prevalence,17053
2022,IL,Ford,17053,Mammography use among women aged 50-74 years,68.5,Crude prevalence,17053
2022,IL,Franklin,17055,Mammography use among women aged 50-74 years,63.3,Age-adjusted prevalence,17055
2022,IL,Franklin,17055,Mammography use among women aged 50-74 years,64.1,Crude prevalence,17055
2022,IL,Fulton,17057,Mammography use among women aged 50-74 years,66.8,Age-adjusted prevalence,17057
2022,IL,Fulton,17057,Mammography use among women aged 50-74 years,67.9,Crude prevalence,17057
2022,IL,Gallatin,17059,Mammography use among women aged 50-74 years,69.9,Age-adjusted prevalence,17059
2022,IL,Gallatin,17059,Mammography use among women aged 50-74 years,70.4,Crude prevalence,17059
2022,IL,Greene,17061,Mammography use among women aged 50-74 years,71.1,Age-adjusted prevalence,17061
2022,IL,Greene,17061,Mammography use among women aged 50-74 years,71.0,Crude prevalence,17061
2022,IL,Grundy,17063,Mammography use among women aged 50-74 years,74.7,Age-adjusted prevalence,17063
2022,IL,Grundy,17063,Mammography use among women aged 50-74 years,74.7,Crude prevalence,17063
2022,IL,Hamilton,17065,Mammography use among women aged 50-74 years,71.2,Age-adjusted prevalence,17065
2022,IL,Hamilton,17065,Mammography use among women aged 50-74 years,71.8,Crude prevalence,17065
2022,IL,Hancock,17067,Mammography use among women aged 50-74 years,69.4,Age-adjusted prevalence,17067
2022,IL,Hancock,17067,Mammography use among women aged 50-74 years,70.6,Crude prevalence,17067
2022,IL,Hardin,17069,Mammography use among women aged 50-74 years,68.3,Age-adjusted prevalence,17069
2022,IL,Hardin,17069,Mammography use among women aged 50-74 years,70.6,Crude prevalence,17069
2022,IL,Henderson,17071,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,17071
2022,IL,Henderson,17071,Mammography use among women aged 50-74 years,70.7,Crude prevalence,17071
2022,IL,Henry,17073,Mammography use among women aged 50-74 years,72.2,Age-adjusted prevalence,17073
2022,IL,Henry,17073,Mammography use among women aged 50-74 years,73.8,Crude prevalence,17073
2022,IL,Iroquois,17075,Mammography use among women aged 50-74 years,70.8,Age-adjusted prevalence,17075
2022,IL,Iroquois,17075,Mammography use among women aged 50-74 years,71.5,Crude prevalence,17075
2022,IL,Jackson,17077,Mammography use among women aged 50-74 years,69.6,Age-adjusted prevalence,17077
2022,IL,Jackson,17077,Mammography use among women aged 50-74 years,70.6,Crude prevalence,17077
2022,IL,Jasper,17079,Mammography use among women aged 50-74 years,70.5,Age-adjusted prevalence,17079
2022,IL,Jasper,17079,Mammography use among women aged 50-74 years,71.0,Crude prevalence,17079
2022,IL,Jefferson,17081,Mammography use among women aged 50-74 years,70.5,Age-adjusted prevalence,17081
2022,IL,Jefferson,17081,Mammography use among women aged 50-74 years,71.5,Crude prevalence,17081
2022,IL,Jersey,17083,Mammography use among women aged 50-74 years,73.1,Age-adjusted prevalence,17083
2022,IL,Jersey,17083,Mammography use among women aged 50-74 years,74.0,Crude prevalence,17083
2022,IL,Jo Daviess,17085,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,17085
2022,IL,Jo Daviess,17085,Mammography use among women aged 50-74 years,70.4,Crude prevalence,17085
2022,IL,Johnson,17087,Mammography use among women aged 50-74 years,64.4,Age-adjusted prevalence,17087
2022,IL,Johnson,17087,Mammography use among women aged 50-74 years,64.8,Crude prevalence,17087
2022,IL,Kane,17089,Mammography use among women aged 50-74 years,73.0,Age-adjusted prevalence,17089
2022,IL,Kane,17089,Mammography use among women aged 50-74 years,73.1,Crude prevalence,17089
2022,IL,Kankakee,17091,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,17091
2022,IL,Kankakee,17091,Mammography use among women aged 50-74 years,69.9,Crude prevalence,17091
2022,IL,Kendall,17093,Mammography use among women aged 50-74 years,75.7,Age-adjusted prevalence,17093
2022,IL,Kendall,17093,Mammography use among women aged 50-74 years,75.7,Crude prevalence,17093
2022,IL,Knox,17095,Mammography use among women aged 50-74 years,65.9,Age-adjusted prevalence,17095
2022,IL,Knox,17095,Mammography use among women aged 50-74 years,67.6,Crude prevalence,17095
2022,IL,Lake,17097,Mammography use among women aged 50-74 years,75.1,Age-adjusted prevalence,17097
2022,IL,Lake,17097,Mammography use among women aged 50-74 years,75.5,Crude prevalence,17097
2022,IL,LaSalle,17099,Mammography use among women aged 50-74 years,74.7,Age-adjusted prevalence,17099
2022,IL,LaSalle,17099,Mammography use among women aged 50-74 years,74.7,Crude prevalence,17099
2022,IL,Lawrence,17101,Mammography use among women aged 50-74 years,63.1,Age-adjusted prevalence,17101
2022,IL,Lawrence,17101,Mammography use among women aged 50-74 years,64.6,Crude prevalence,17101
2022,IL,Lee,17103,Mammography use among women aged 50-74 years,71.0,Age-adjusted prevalence,17103
2022,IL,Lee,17103,Mammography use among women aged 50-74 years,71.7,Crude prevalence,17103
2022,IL,Livingston,17105,Mammography use among women aged 50-74 years,67.8,Age-adjusted prevalence,17105
2022,IL,Livingston,17105,Mammography use among women aged 50-74 years,67.8,Crude prevalence,17105
2022,IL,Logan,17107,Mammography use among women aged 50-74 years,72.7,Age-adjusted prevalence,17107
2022,IL,Logan,17107,Mammography use among women aged 50-74 years,73.5,Crude prevalence,17107
2022,IL,McDonough,17109,Mammography use among women aged 50-74 years,71.2,Age-adjusted prevalence,17109
2022,IL,McDonough,17109,Mammography use among women aged 50-74 years,71.8,Crude prevalence,17109
2022,IL,McHenry,17111,Mammography use among women aged 50-74 years,75.5,Age-adjusted prevalence,17111
2022,IL,McHenry,17111,Mammography use among women aged 50-74 years,75.9,Crude prevalence,17111
2022,IL,McLean,17113,Mammography use among women aged 50-74 years,74.3,Age-adjusted prevalence,17113
2022,IL,McLean,17113,Mammography use among women aged 50-74 years,74.5,Crude prevalence,17113
2022,IL,Macon,17115,Mammography use among women aged 50-74 years,70.5,Age-adjusted prevalence,17115
2022,IL,Macon,17115,Mammography use among women aged 50-74 years,70.4,Crude prevalence,17115
2022,IL,Macoupin,17117,Mammography use among women aged 50-74 years,69.9,Age-adjusted prevalence,17117
2022,IL,Macoupin,17117,Mammography use among women aged 50-74 years,71.0,Crude prevalence,17117
2022,IL,Madison,17119,Mammography use among women aged 50-74 years,73.6,Age-adjusted prevalence,17119
2022,IL,Madison,17119,Mammography use among women aged 50-74 years,74.0,Crude prevalence,17119
2022,IL,Marion,17121,Mammography use among women aged 50-74 years,68.3,Age-adjusted prevalence,17121
2022,IL,Marion,17121,Mammography use among women aged 50-74 years,69.3,Crude prevalence,17121
2022,IL,Marshall,17123,Mammography use among women aged 50-74 years,67.3,Age-adjusted prevalence,17123
2022,IL,Marshall,17123,Mammography use among women aged 50-74 years,68.3,Crude prevalence,17123
2022,IL,Mason,17125,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,17125
2022,IL,Mason,17125,Mammography use among women aged 50-74 years,71.1,Crude prevalence,17125
2022,IL,Massac,17127,Mammography use among women aged 50-74 years,70.0,Age-adjusted prevalence,17127
2022,IL,Massac,17127,Mammography use among women aged 50-74 years,70.6,Crude prevalence,17127
2022,IL,Menard,17129,Mammography use among women aged 50-74 years,71.9,Age-adjusted prevalence,17129
2022,IL,Menard,17129,Mammography use among women aged 50-74 years,72.6,Crude prevalence,17129
2022,IL,Mercer,17131,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,17131
2022,IL,Mercer,17131,Mammography use among women aged 50-74 years,71.2,Crude prevalence,17131
2022,IL,Monroe,17133,Mammography use among women aged 50-74 years,68.7,Age-adjusted prevalence,17133
2022,IL,Monroe,17133,Mammography use among women aged 50-74 years,68.9,Crude prevalence,17133
2022,IL,Montgomery,17135,Mammography use among women aged 50-74 years,65.9,Age-adjusted prevalence,17135
2022,IL,Montgomery,17135,Mammography use among women aged 50-74 years,66.6,Crude prevalence,17135
2022,IL,Morgan,17137,Mammography use among women aged 50-74 years,68.0,Age-adjusted prevalence,17137
2022,IL,Morgan,17137,Mammography use among women aged 50-74 years,68.7,Crude prevalence,17137
2022,IL,Moultrie,17139,Mammography use among women aged 50-74 years,67.6,Age-adjusted prevalence,17139
2022,IL,Moultrie,17139,Mammography use among women aged 50-74 years,67.9,Crude prevalence,17139
2022,IL,Ogle,17141,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,17141
2022,IL,Ogle,17141,Mammography use among women aged 50-74 years,71.4,Crude prevalence,17141
2022,IL,Peoria,17143,Mammography use among women aged 50-74 years,70.6,Age-adjusted prevalence,17143
2022,IL,Peoria,17143,Mammography use among women aged 50-74 years,70.2,Crude prevalence,17143
2022,IL,Perry,17145,Mammography use among women aged 50-74 years,70.0,Age-adjusted prevalence,17145
2022,IL,Perry,17145,Mammography use among women aged 50-74 years,70.8,Crude prevalence,17145
2022,IL,Piatt,17147,Mammography use among women aged 50-74 years,72.6,Age-adjusted prevalence,17147
2022,IL,Piatt,17147,Mammography use among women aged 50-74 years,73.1,Crude prevalence,17147
2022,IL,Pike,17149,Mammography use among women aged 50-74 years,69.5,Age-adjusted prevalence,17149
2022,IL,Pike,17149,Mammography use among women aged 50-74 years,70.2,Crude prevalence,17149
2022,IL,Pope,17151,Mammography use among women aged 50-74 years,67.2,Age-adjusted prevalence,17151
2022,IL,Pope,17151,Mammography use among women aged 50-74 years,67.6,Crude prevalence,17151
2022,IL,Pulaski,17153,Mammography use among women aged 50-74 years,66.5,Age-adjusted prevalence,17153
2022,IL,Pulaski,17153,Mammography use among women aged 50-74 years,67.0,Crude prevalence,17153
2022,IL,Putnam,17155,Mammography use among women aged 50-74 years,72.3,Age-adjusted prevalence,17155
2022,IL,Putnam,17155,Mammography use among women aged 50-74 years,73.0,Crude prevalence,17155
2022,IL,Randolph,17157,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,17157
2022,IL,Randolph,17157,Mammography use among women aged 50-74 years,72.4,Crude prevalence,17157
2022,IL,Richland,17159,Mammography use among women aged 50-74 years,72.0,Age-adjusted prevalence,17159
2022,IL,Richland,17159,Mammography use among women aged 50-74 years,72.0,Crude prevalence,17159
2022,IL,Rock Island,17161,Mammography use among women aged 50-74 years,71.2,Age-adjusted prevalence,17161
2022,IL,Rock Island,17161,Mammography use among women aged 50-74 years,71.4,Crude prevalence,17161
2022,IL,St. Clair,17163,Mammography use among women aged 50-74 years,75.7,Age-adjusted prevalence,17163
2022,IL,St. Clair,17163,Mammography use among women aged 50-74 years,76.5,Crude prevalence,17163
2022,IL,Saline,17165,Mammography use among women aged 50-74 years,65.4,Age-adjusted prevalence,17165
2022,IL,Saline,17165,Mammography use among women aged 50-74 years,67.0,Crude prevalence,17165
2022,IL,Sangamon,17167,Mammography use among women aged 50-74 years,72.4,Age-adjusted prevalence,17167
2022,IL,Sangamon,17167,Mammography use among women aged 50-74 years,72.8,Crude prevalence,17167
2022,IL,Schuyler,17169,Mammography use among women aged 50-74 years,63.9,Age-adjusted prevalence,17169
2022,IL,Schuyler,17169,Mammography use among women aged 50-74 years,66.2,Crude prevalence,17169
2022,IL,Scott,17171,Mammography use among women aged 50-74 years,68.6,Age-adjusted prevalence,17171
2022,IL,Scott,17171,Mammography use among women aged 50-74 years,70.5,Crude prevalence,17171
2022,IL,Shelby,17173,Mammography use among women aged 50-74 years,72.9,Age-adjusted prevalence,17173
2022,IL,Shelby,17173,Mammography use among women aged 50-74 years,74.2,Crude prevalence,17173
2022,IL,Stark,17175,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,17175
2022,IL,Stark,17175,Mammography use among women aged 50-74 years,71.3,Crude prevalence,17175
2022,IL,Stephenson,17177,Mammography use among women aged 50-74 years,73.9,Age-adjusted prevalence,17177
2022,IL,Stephenson,17177,Mammography use among women aged 50-74 years,73.7,Crude prevalence,17177
2022,IL,Tazewell,17179,Mammography use among women aged 50-74 years,71.9,Age-adjusted prevalence,17179
2022,IL,Tazewell,17179,Mammography use among women aged 50-74 years,71.4,Crude prevalence,17179
2022,IL,Union,17181,Mammography use among women aged 50-74 years,71.5,Age-adjusted prevalence,17181
2022,IL,Union,17181,Mammography use among women aged 50-74 years,71.7,Crude prevalence,17181
2022,IL,Vermilion,17183,Mammography use among women aged 50-74 years,69.9,Age-adjusted prevalence,17183
2022,IL,Vermilion,17183,Mammography use among women aged 50-74 years,71.1,Crude prevalence,17183
2022,IL,Wabash,17185,Mammography use among women aged 50-74 years,70.8,Age-adjusted prevalence,17185
2022,IL,Wabash,17185,Mammography use among women aged 50-74 years,71.8,Crude prevalence,17185
2022,IL,Warren,17187,Mammography use among women aged 50-74 years,73.9,Age-adjusted prevalence,17187
2022,IL,Warren,17187,Mammography use among women aged 50-74 years,73.9,Crude prevalence,17187
2022,IL,Washington,17189,Mammography use among women aged 50-74 years,73.4,Age-adjusted prevalence,17189
2022,IL,Washington,17189,Mammography use among women aged 50-74 years,74.3,Crude prevalence,17189
2022,IL,Wayne,17191,Mammography use among women aged 50-74 years,68.3,Age-adjusted prevalence,17191
2022,IL,Wayne,17191,Mammography use among women aged 50-74 years,68.8,Crude prevalence,17191
2022,IL,White,17193,Mammography use among women aged 50-74 years,70.1,Age-adjusted prevalence,17193
2022,IL,White,17193,Mammography use among women aged 50-74 years,71.1,Crude prevalence,17193
2022,IL,Whiteside,17195,Mammography use among women aged 50-74 years,70.4,Age-adjusted prevalence,17195
2022,IL,Whiteside,17195,Mammography use among women aged 50-74 years,71.6,Crude prevalence,17195
2022,IL,Will,17197,Mammography use among women aged 50-74 years,68.3,Age-adjusted prevalence,17197
2022,IL,Will,17197,Mammography use among women aged 50-74 years,68.8,Crude prevalence,17197
2022,IL,Williamson,17199,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,17199
2022,IL,Williamson,17199,Mammography use among women aged 50-74 years,70.8,Crude prevalence,17199
2022,IL,Winnebago,17201,Mammography use among women aged 50-74 years,70.4,Age-adjusted prevalence,17201
2022,IL,Winnebago,17201,Mammography use among women aged 50-74 years,71.4,Crude prevalence,17201
2022,IL,Woodford,17203,Mammography use among women aged 50-74 years,74.5,Age-adjusted prevalence,17203
2022,IL,Woodford,17203,Mammography use among women aged 50-74 years,75.9,Crude prevalence,17203
2022,IN,Adams,18001,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,18001
2022,IN,Adams,18001,Mammography use among women aged 50-74 years,72.3,Crude prevalence,18001
2022,IN,Allen,18003,Mammography use among women aged 50-74 years,73.8,Age-adjusted prevalence,18003
2022,IN,Allen,18003,Mammography use among women aged 50-74 years,74.2,Crude prevalence,18003
2022,IN,Bartholomew,18005,Mammography use among women aged 50-74 years,75.3,Age-adjusted prevalence,18005
2022,IN,Bartholomew,18005,Mammography use among women aged 50-74 years,76.1,Crude prevalence,18005
2022,IN,Benton,18007,Mammography use among women aged 50-74 years,73.4,Age-adjusted prevalence,18007
2022,IN,Benton,18007,Mammography use among women aged 50-74 years,74.1,Crude prevalence,18007
2022,IN,Blackford,18009,Mammography use among women aged 50-74 years,72.3,Age-adjusted prevalence,18009
2022,IN,Blackford,18009,Mammography use among women aged 50-74 years,72.9,Crude prevalence,18009
2022,IN,Boone,18011,Mammography use among women aged 50-74 years,80.4,Age-adjusted prevalence,18011
2022,IN,Boone,18011,Mammography use among women aged 50-74 years,80.6,Crude prevalence,18011
2022,IN,Brown,18013,Mammography use among women aged 50-74 years,78.0,Age-adjusted prevalence,18013
2022,IN,Brown,18013,Mammography use among women aged 50-74 years,78.9,Crude prevalence,18013
2022,IN,Carroll,18015,Mammography use among women aged 50-74 years,75.9,Age-adjusted prevalence,18015
2022,IN,Carroll,18015,Mammography use among women aged 50-74 years,75.7,Crude prevalence,18015
2022,IN,Cass,18017,Mammography use among women aged 50-74 years,72.2,Age-adjusted prevalence,18017
2022,IN,Cass,18017,Mammography use among women aged 50-74 years,73.2,Crude prevalence,18017
2022,IN,Clark,18019,Mammography use among women aged 50-74 years,77.8,Age-adjusted prevalence,18019
2022,IN,Clark,18019,Mammography use among women aged 50-74 years,78.5,Crude prevalence,18019
2022,IN,Clay,18021,Mammography use among women aged 50-74 years,75.3,Age-adjusted prevalence,18021
2022,IN,Clay,18021,Mammography use among women aged 50-74 years,76.3,Crude prevalence,18021
2022,IN,Clinton,18023,Mammography use among women aged 50-74 years,73.1,Age-adjusted prevalence,18023
2022,IN,Clinton,18023,Mammography use among women aged 50-74 years,73.0,Crude prevalence,18023
2022,IN,Crawford,18025,Mammography use among women aged 50-74 years,70.4,Age-adjusted prevalence,18025
2022,IN,Crawford,18025,Mammography use among women aged 50-74 years,71.1,Crude prevalence,18025
2022,IN,Daviess,18027,Mammography use among women aged 50-74 years,71.4,Age-adjusted prevalence,18027
2022,IN,Daviess,18027,Mammography use among women aged 50-74 years,71.5,Crude prevalence,18027
2022,IN,Dearborn,18029,Mammography use among women aged 50-74 years,72.4,Age-adjusted prevalence,18029
2022,IN,Dearborn,18029,Mammography use among women aged 50-74 years,73.1,Crude prevalence,18029
2022,IN,Decatur,18031,Mammography use among women aged 50-74 years,74.3,Age-adjusted prevalence,18031
2022,IN,Decatur,18031,Mammography use among women aged 50-74 years,75.3,Crude prevalence,18031
2022,IN,DeKalb,18033,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,18033
2022,IN,DeKalb,18033,Mammography use among women aged 50-74 years,72.2,Crude prevalence,18033
2022,IN,Delaware,18035,Mammography use among women aged 50-74 years,71.4,Age-adjusted prevalence,18035
2022,IN,Delaware,18035,Mammography use among women aged 50-74 years,72.0,Crude prevalence,18035
2022,IN,Dubois,18037,Mammography use among women aged 50-74 years,75.7,Age-adjusted prevalence,18037
2022,IN,Dubois,18037,Mammography use among women aged 50-74 years,76.5,Crude prevalence,18037
2022,IN,Elkhart,18039,Mammography use among women aged 50-74 years,74.7,Age-adjusted prevalence,18039
2022,IN,Elkhart,18039,Mammography use among women aged 50-74 years,75.2,Crude prevalence,18039
2022,IN,Fayette,18041,Mammography use among women aged 50-74 years,72.0,Age-adjusted prevalence,18041
2022,IN,Fayette,18041,Mammography use among women aged 50-74 years,72.9,Crude prevalence,18041
2022,IN,Floyd,18043,Mammography use among women aged 50-74 years,76.5,Age-adjusted prevalence,18043
2022,IN,Floyd,18043,Mammography use among women aged 50-74 years,76.8,Crude prevalence,18043
2022,IN,Fountain,18045,Mammography use among women aged 50-74 years,67.6,Age-adjusted prevalence,18045
2022,IN,Fountain,18045,Mammography use among women aged 50-74 years,68.6,Crude prevalence,18045
2022,IN,Franklin,18047,Mammography use among women aged 50-74 years,77.4,Age-adjusted prevalence,18047
2022,IN,Franklin,18047,Mammography use among women aged 50-74 years,78.2,Crude prevalence,18047
2022,IN,Fulton,18049,Mammography use among women aged 50-74 years,75.9,Age-adjusted prevalence,18049
2022,IN,Fulton,18049,Mammography use among women aged 50-74 years,77.1,Crude prevalence,18049
2022,IN,Gibson,18051,Mammography use among women aged 50-74 years,75.8,Age-adjusted prevalence,18051
2022,IN,Gibson,18051,Mammography use among women aged 50-74 years,75.9,Crude prevalence,18051
2022,IN,Grant,18053,Mammography use among women aged 50-74 years,73.6,Age-adjusted prevalence,18053
2022,IN,Grant,18053,Mammography use among women aged 50-74 years,74.5,Crude prevalence,18053
2022,IN,Greene,18055,Mammography use among women aged 50-74 years,73.9,Age-adjusted prevalence,18055
2022,IN,Greene,18055,Mammography use among women aged 50-74 years,74.5,Crude prevalence,18055
2022,IN,Hamilton,18057,Mammography use among women aged 50-74 years,77.4,Age-adjusted prevalence,18057
2022,IN,Hamilton,18057,Mammography use among women aged 50-74 years,77.7,Crude prevalence,18057
2022,IN,Hancock,18059,Mammography use among women aged 50-74 years,76.5,Age-adjusted prevalence,18059
2022,IN,Hancock,18059,Mammography use among women aged 50-74 years,76.9,Crude prevalence,18059
2022,IN,Harrison,18061,Mammography use among women aged 50-74 years,76.1,Age-adjusted prevalence,18061
2022,IN,Harrison,18061,Mammography use among women aged 50-74 years,76.8,Crude prevalence,18061
2022,IN,Hendricks,18063,Mammography use among women aged 50-74 years,77.8,Age-adjusted prevalence,18063
2022,IN,Hendricks,18063,Mammography use among women aged 50-74 years,78.3,Crude prevalence,18063
2022,IN,Henry,18065,Mammography use among women aged 50-74 years,73.0,Age-adjusted prevalence,18065
2022,IN,Henry,18065,Mammography use among women aged 50-74 years,74.6,Crude prevalence,18065
2022,IN,Howard,18067,Mammography use among women aged 50-74 years,74.1,Age-adjusted prevalence,18067
2022,IN,Howard,18067,Mammography use among women aged 50-74 years,74.9,Crude prevalence,18067
2022,IN,Huntington,18069,Mammography use among women aged 50-74 years,72.8,Age-adjusted prevalence,18069
2022,IN,Huntington,18069,Mammography use among women aged 50-74 years,73.6,Crude prevalence,18069
2022,IN,Jackson,18071,Mammography use among women aged 50-74 years,74.4,Age-adjusted prevalence,18071
2022,IN,Jackson,18071,Mammography use among women aged 50-74 years,75.5,Crude prevalence,18071
2022,IN,Jasper,18073,Mammography use among women aged 50-74 years,74.5,Age-adjusted prevalence,18073
2022,IN,Jasper,18073,Mammography use among women aged 50-74 years,75.0,Crude prevalence,18073
2022,IN,Jay,18075,Mammography use among women aged 50-74 years,72.3,Age-adjusted prevalence,18075
2022,IN,Jay,18075,Mammography use among women aged 50-74 years,71.9,Crude prevalence,18075
2022,IN,Jefferson,18077,Mammography use among women aged 50-74 years,75.6,Age-adjusted prevalence,18077
2022,IN,Jefferson,18077,Mammography use among women aged 50-74 years,75.8,Crude prevalence,18077
2022,IN,Jennings,18079,Mammography use among women aged 50-74 years,71.8,Age-adjusted prevalence,18079
2022,IN,Jennings,18079,Mammography use among women aged 50-74 years,72.2,Crude prevalence,18079
2022,IN,Johnson,18081,Mammography use among women aged 50-74 years,77.3,Age-adjusted prevalence,18081
2022,IN,Johnson,18081,Mammography use among women aged 50-74 years,77.9,Crude prevalence,18081
2022,IN,Knox,18083,Mammography use among women aged 50-74 years,77.9,Age-adjusted prevalence,18083
2022,IN,Knox,18083,Mammography use among women aged 50-74 years,78.1,Crude prevalence,18083
