candidate_id,candidate_name,county_fips,latitude,longitude,weighted_mean_distance_reduction,person_miles_reduced,population_brought_within_threshold,population_with_improved_access,intervention_score
HRSA-HCSD-BPS-H80-027722,Catawba Valley Family Medicine - Maiden,37035,35.56690987,-81.19398279,0.011705852666652023,19435.988062865687,0.0,6557.0,10.4
HRSA-HCSD-BPS-H80-028377,Kintegra at Hershal H Beam Elementary,37071,35.22315759,-81.20236067,0.011651624240070282,19345.949081364295,0.0,9576.0,10.4
HRSA-HCSD-BPS-H80-041021,Kintegra at Blackburn Elementary,37035,35.6150023,-81.33142773,0.01160724644975746,19272.265751551546,0.0,5454.0,10.3
HRSA-HCSD-BPS-LAL-037277,MAHEC at A.C. Reynolds High School,37021,35.55119231,-82.47484022,0.01141325468914714,18950.16862194579,0.0,9769.0,10.2
HRSA-HCSD-BPS-H80-038516,Kintegra at Clover Garden School,37001,36.21521903,-79.45467811,0.011311313221514019,18780.908577039125,0.0,4576.0,10.1
HRSA-HCSD-BPS-H80-035447,Kintegra at Pinebrook Elementary,37059,35.97107854,-80.51570141,0.011338978453573333,18826.842960067286,0.0,8103.0,10.1
HRSA-HCSD-BPS-H80-035864,Kintegra at Pleasant Ridge Elementary,37071,35.250014,-81.20576003,0.011304381501946627,18769.399392479612,0.0,9828.0,10.1
HRSA-HCSD-BPS-H80-035856,Cane River School Based Health Center,37199,35.91175302,-82.37756745,0.011213458538640244,18618.43408650941,0.0,5202.0,10.0
HRSA-HCSD-BPS-H80-028000,L.C. Learning Academy,37107,35.25488213,-77.69330272,0.011261953861501703,18698.954023252274,0.0,4462.0,10.0
HRSA-HCSD-BPS-LAL-037781,MAHEC at Haw Creek Elementary,37021,35.59571009,-82.50354862,0.011225709060107829,18638.774423585935,0.0,11107.0,10.0
HRSA-HCSD-BPS-H80-035450,Kintegra at Piedmont High,37071,35.22828375,-81.15345117,0.01111453611355219,18454.18675417808,0.0,10231.0,9.9
HRSA-HCSD-BPS-H80-036731,Kintegra Behavioral Health - Riverwood,37071,35.21557,-81.17007274,0.010957632124271562,18193.66886201615,0.0,10053.0,9.8
HRSA-HCSD-BPS-H80-031022,Kintegra Family Medicine - Boiling Springs,37045,35.24999711,-81.67515365,0.010956294625094263,18191.448125194634,0.0,4431.0,9.8
HRSA-HCSD-BPS-H80-041309,Kintegra at Hawks Nest STEAM Academy,37071,35.2153296,-81.1617936,0.01097848571995541,18228.293442413764,0.0,9087.0,9.8
HRSA-HCSD-BPS-H80-028119,Moss Hill Elementary,37107,35.1947105,-77.753105,0.011020864226703746,18298.657231770965,0.0,3919.0,9.8
HRSA-HCSD-BPS-H80-034793,Ophelia Garmon-Brown Medical Clinic,37119,35.23294744,-80.76988824,0.011046615096253648,18341.413074291188,0.0,11627.0,9.8
HRSA-HCSD-BPS-H80-013587,Piedmont Health SeniorCare Pittsboro,37037,35.71719765,-79.1618394,0.010956283751303341,18191.43007073277,0.0,4056.0,9.8
HRSA-HCSD-BPS-H80-038626,Blue Ridge Health - Enka Middle School,37021,35.55241941,-82.66439031,0.010926908456658993,18142.65635964061,0.0,9514.0,9.7
HRSA-HCSD-BPS-H80-032369,CWWCHC Medical Mobile Unit,37119,35.22417146,-80.89610068,0.010906564054690425,18108.877226666067,0.0,11278.0,9.7
HRSA-HCSD-BPS-H80-040831,Dental Mobile Unit,37119,35.22417146,-80.89610068,0.010906564054690425,18108.877226666067,0.0,11278.0,9.7
HRSA-HCSD-BPS-H80-001167,The C.W. Williams Community Health Center Inc.,37119,35.22417146,-80.89610068,0.010906564054690425,18108.877226666067,0.0,11278.0,9.7
HRSA-HCSD-BPS-H80-041093,Kintegra at Robinson Elementary,37071,35.21313962,-81.16413793,0.01082500774227885,17973.463980008823,0.0,9087.0,9.6
HRSA-HCSD-BPS-H80-027996,LaGrange Elementary School,37107,35.31028756,-77.79605882,0.010746922887250746,17843.814619690085,0.0,3946.0,9.6
HRSA-HCSD-BPS-LAL-038412,MAHEC at Ira B. Jones Elementary,37021,35.62985931,-82.54880964,0.010740535581342749,17833.209360516154,0.0,12610.0,9.6
HRSA-HCSD-BPS-LAL-021687,Black River Family Practice,37141,34.54960063,-77.92099175,0.010660021673207154,17699.526885434596,0.0,3995.0,9.5
HRSA-HCSD-BPS-H80-024429,"Black River Health Services, Inc.",37141,34.54960063,-77.92099175,0.010660021673207154,17699.526885434596,0.0,3995.0,9.5
HRSA-HCSD-BPS-H80-039182,Kintegra at Pinewood Elementary,37071,35.32909822,-80.99919306,0.010660123059248374,17699.695223268925,0.0,8033.0,9.5
HRSA-HCSD-BPS-H80-030950,Senior TLC - Charlotte,37119,35.24946939,-80.75188894,0.010710495396936776,17783.33168973493,0.0,10182.0,9.5
HRSA-HCSD-BPS-H80-013743,Hertford County Student Wellness Center (HCSWC),37091,36.4267441,-77.09113699,0.010562855012354332,17538.1947625877,0.0,3101.0,9.4
HRSA-HCSD-BPS-LAL-036804,MAHEC at A.C. Reynolds Middle School,37021,35.54678312,-82.47629428,0.010582188310280469,17570.29509379883,0.0,9769.0,9.4
HRSA-HCSD-BPS-H80-027975,Woodington Middle School,37107,35.15762477,-77.63531948,0.010503067515963565,17438.925696142844,0.0,3784.0,9.4
HRSA-HCSD-BPS-H80-040896,Kintegra at Snow Creek Elementary,37035,35.78096235,-81.26768645,0.010467916391607683,17380.56199955169,0.0,9769.0,9.3
HRSA-HCSD-BPS-H80-028005,E.B. Frink Middle School,37107,35.31508041,-77.79401967,0.010366782962963061,17212.643594300163,0.0,3946.0,9.2
HRSA-HCSD-BPS-H80-011361,GOSHEN MEDICAL CENTER - ROSEWOOD,37191,35.42495208,-78.06165073,0.010373012411569058,17222.986752734858,0.0,6511.0,9.2
HRSA-HCSD-BPS-H80-028297,GOSHEN MEDICAL CENTER - ROSEWOOD DENTAL SERVICES,37191,35.42445692,-78.06205667,0.01035092815679641,17186.31882905927,0.0,6511.0,9.2
HRSA-HCSD-BPS-H80-028298,GOSHEN MEDICAL CENTER - ROSEWOOD WELLNESS,37191,35.42445692,-78.06205667,0.01035092815679641,17186.31882905927,0.0,6511.0,9.2
HRSA-HCSD-BPS-H80-041025,Kintegra at Mountain View Elementary,37035,35.66281511,-81.38534298,0.010334078159261907,17158.341682902897,0.0,4640.0,9.2
HRSA-HCSD-BPS-H80-041110,Kintegra at York Chester Middle School,37071,35.25547569,-81.19243457,0.010352713583503776,17189.283289074247,0.0,11519.0,9.2
HRSA-HCSD-BPS-H80-002262,Murfreesboro Primay Care,37091,36.4395442,-77.08853809,0.010382742524394044,17239.142291515516,0.0,2889.0,9.2
HRSA-HCSD-BPS-H80-038871,RCCHC Mobile Health Unit,37091,36.4395442,-77.08853809,0.010382742524394044,17239.142291515516,0.0,2889.0,9.2
HRSA-HCSD-BPS-H80-028385,Kintegra at Tryon Elementary,37071,35.3412801,-81.32308614,0.01017374869916475,16892.13625888868,0.0,5056.0,9.1
HRSA-HCSD-BPS-H80-041108,Kintegra at Webb Street School,37071,35.26404263,-81.21200463,0.010111074991292785,16788.075027917846,0.0,9870.0,9.0
HRSA-HCSD-BPS-H80-029950,Woodland Primary Care,37131,36.33094901,-77.21342636,0.010068494392028934,16717.37569122112,0.0,2097.0,9.0
HRSA-HCSD-BPS-H80-039007,GOSHEN MEDICAL CENTER - BRIDGETON,37049,35.1212691,-77.00619118,0.009855850658746432,16364.30947900952,0.0,6525.0,8.8
HRSA-HCSD-BPS-H80-015752,Rural Health Group at GCP,37131,36.50447126,-77.64010001,0.009886604971118122,16415.37286287054,0.0,5341.0,8.8
HRSA-HCSD-BPS-H80-036178,Kintegra at Washington Elementary,37045,35.33537757,-81.42161265,0.009737383830819601,16167.611304258786,0.0,6243.0,8.7
HRSA-HCSD-BPS-LAL-034895,MAHEC Health Center at Enka/Candler,37021,35.54748427,-82.65784362,0.009748466517037506,16186.012608560979,0.0,7254.0,8.7
HRSA-HCSD-BPS-H80-011994,Sylvan Community Health Center,37001,35.87998506,-79.43654973,0.00972564077679865,16148.113548369292,0.0,3151.0,8.7
HRSA-HCSD-BPS-H80-037474,Kintegra at Webb A. Murray Elementary,37035,35.73955093,-81.25114871,0.009696797828934369,16100.223727238614,0.0,10108.0,8.6
HRSA-HCSD-BPS-H80-018821,Celo Health Center,37199,35.83563848,-82.17709031,0.009528316714030101,15820.483580890588,0.0,3201.0,8.5
HRSA-HCSD-BPS-H80-035448,Kintegra at Battleground Elementary,37109,35.47887407,-81.26411174,0.009572822259804378,15894.379031400096,0.0,6934.0,8.5
HRSA-HCSD-BPS-H80-003209,Rural Health Group at Lake Gaston,37083,36.43372242,-77.91239485,0.009584665571312576,15914.043251312407,0.0,4582.0,8.5
HRSA-HCSD-BPS-H80-008439,Holton Wellness Center,37063,35.98956001,-78.87879996,0.009431066448559951,15659.012643863243,0.0,9670.0,8.4
HRSA-HCSD-BPS-H80-039954,Kintegra at Lincolnton Middle,37109,35.52024966,-81.26540532,0.00939156353966083,15593.423396528953,0.0,6333.0,8.4
HRSA-HCSD-BPS-LAL-041164,MAHEC at Enka High School,37021,35.52994346,-82.66582604,0.009405372575305177,15616.351435996581,0.0,6854.0,8.4
HRSA-HCSD-BPS-H80-028001,Banks Elementary School,37107,35.28180996,-77.6788933,0.009354804288925687,15532.389623182098,0.0,4462.0,8.3
HRSA-HCSD-BPS-H80-040034,Blue Ridge Health - Etowah Elementary School,37089,35.31485699,-82.58783402,0.009330085637744933,15491.347639914366,0.0,4798.0,8.3
HRSA-HCSD-BPS-H80-013911,"Gateway Community Health Centers, Inc.",37041,36.23511679,-76.65392611,0.009315229784076968,15466.681500438954,0.0,2216.0,8.3
HRSA-HCSD-BPS-H80-011720,Rural Health Group at Enfield,37083,36.17939134,-77.66618483,0.009306927564523242,15452.896785669633,0.0,2896.0,8.3
HRSA-HCSD-BPS-H80-019033,Family Medicine at Arlington,37081,36.05612636,-79.79016429,0.009183095657804596,15247.290621870727,0.0,10230.0,8.2
HRSA-HCSD-BPS-H80-039953,Kintegra at Lincolnton High School,37109,35.4791731,-81.26063476,0.009239732606770775,15341.328629640959,0.0,6934.0,8.2
HRSA-HCSD-BPS-H80-035416,Pardee BlueMD 6503 Brevard Road,37089,35.31839101,-82.592273,0.009211128997761418,15293.836198368135,0.0,3994.0,8.2
HRSA-HCSD-BPS-H80-005040,GOSHEN MEDICAL CENTER - BOLTON,37047,34.32044028,-78.40724591,0.009060470507628633,15043.688114398816,0.0,2549.0,8.1
HRSA-HCSD-BPS-H80-030345,Kintegra at St Stephens HIgh,37035,35.77206517,-81.26884819,0.009126313936018352,15153.01223837711,0.0,11245.0,8.1
HRSA-HCSD-BPS-H80-014905,GOSHEN MEDICAL CENTER - CHADBOURN,37047,34.32307081,-78.82631441,0.009030984671974728,14994.730864883319,0.0,3844.0,8.0
HRSA-HCSD-BPS-H80-008741,Kintegra Behavioral Health - Gastonia,37071,35.25849988,-81.18024971,0.009008151326375865,14956.819177018062,0.0,11654.0,8.0
HRSA-HCSD-BPS-H80-002496,Kintegra Family Medicine - 3rd Ave,37071,35.25889337,-81.18057174,0.008961812655136103,14879.880069145054,0.0,11654.0,8.0
HRSA-HCSD-BPS-H80-036732,Kintegra Mobile Dentistry Unit - 5,37071,35.25889337,-81.18057174,0.008961812655136103,14879.880069145054,0.0,11654.0,8.0
HRSA-HCSD-BPS-H80-041461,Kintegra at Kimmel Farm Elementary,37067,36.00814072,-80.30296737,0.008934677217133983,14834.825337626666,0.0,7482.0,8.0
HRSA-HCSD-BPS-H80-039187,Kintegra at Sadler Elementary,37071,35.25883583,-81.25970236,0.009027594117563707,14989.101307008663,0.0,6537.0,8.0
HRSA-HCSD-BPS-H80-040086,TAPM Dental-High Point,37081,35.92415493,-79.98641918,0.00898365736397375,14916.150259134274,0.0,8656.0,8.0
HRSA-HCSD-BPS-H80-011576,Bakersville Community Health Center,37121,36.01588191,-82.1572073,0.008851971937244034,14697.504385582191,0.0,2208.0,7.9
HRSA-HCSD-BPS-H80-004338,CommWell Health of Tar Heel,37017,34.756062,-78.80300392,0.00888101188817872,14745.721303715858,0.0,4830.0,7.9
HRSA-HCSD-BPS-H80-040810,KIPP Pride High School-KIPP Halifax,37083,36.36769239,-77.68117913,0.008919699527293417,14809.956905634534,0.0,6144.0,7.9
HRSA-HCSD-BPS-H80-041308,Kintegra at Pumpkin Center Primary,37109,35.51754943,-81.13618998,0.008831821132592314,14664.046694816638,0.0,5595.0,7.9
HRSA-HCSD-BPS-H80-035444,Kintegra at S Ray Lowder Elementary,37109,35.46307653,-81.24536369,0.008912746181482707,14798.411813617535,0.0,6781.0,7.9
HRSA-HCSD-BPS-H80-001845,"Lincoln Community Health Center, Inc.",37063,35.980571,-78.89771331,0.008911031155152294,14795.564243924437,0.0,9511.0,7.9
HRSA-HCSD-BPS-H80-024894,MCHP Dental Center,37121,36.01627083,-82.15718777,0.00885045951984471,14694.993220666962,0.0,2208.0,7.9
HRSA-HCSD-BPS-H80-035435,Kintegra at Arndt Middle School,37035,35.76820783,-81.26760793,0.008809789112056961,14627.465499040456,0.0,11245.0,7.8
HRSA-HCSD-BPS-H80-041459,Kintegra at Flat Rock MIddle,37067,36.00991496,-80.30303141,0.00872272451852327,14482.906495197889,0.0,7482.0,7.8
HRSA-HCSD-BPS-H80-035442,Kintegra at Piedmont Elementary,37071,35.26024835,-81.18055657,0.008710878230285064,14463.237332827259,0.0,10948.0,7.8
HRSA-HCSD-BPS-H80-041369,Kintegra at Pumpkin Center Intermediate,37109,35.51693919,-81.13511081,0.008783489525822872,14583.798586542891,0.0,5595.0,7.8
HRSA-HCSD-BPS-H80-028374,Kintegra at CaroMont Womens Health - Ashley,37071,35.25231505,-81.16325741,0.008622707482599879,14316.841709346947,0.0,12884.0,7.7
HRSA-HCSD-BPS-H80-004834,LEWISTON COMMMUNITY HEALTH CTR,37015,36.1202726,-77.17868161,0.008642124454478402,14349.080969860031,0.0,3334.0,7.7
HRSA-HCSD-BPS-H80-001405,John H. Lucas Sr Wellness Center,37063,35.9525674,-78.90420953,0.008488608957311964,14094.18921140728,0.0,10399.0,7.6
HRSA-HCSD-BPS-H80-041091,Kintegra at Sherwood Elementary,37071,35.24937681,-81.1547098,0.008526808042218075,14157.613635017413,0.0,12092.0,7.6
HRSA-HCSD-BPS-H80-028004,Southwood Elementary School,37107,35.20724794,-77.56554533,0.008480738963051297,14081.122148386667,0.0,4134.0,7.6
HRSA-HCSD-BPS-H80-037947,Kintegra at Bessemer City Central Elementary,37071,35.30076173,-81.27521592,0.008387963558052103,13927.08111306518,0.0,7422.0,7.5
HRSA-HCSD-BPS-H80-039177,Kintegra at Chapel Grove Elementary,37071,35.20728788,-81.24879968,0.008371400283296821,13899.580031376126,0.0,6264.0,7.5
HRSA-HCSD-BPS-H80-041086,Kintegra at W.A. Bass Elementary,37071,35.18830635,-81.13390499,0.008474848153182708,14071.341253859206,0.0,6541.0,7.5
HRSA-HCSD-BPS-H80-010157,Kintegra Family Medicine - Highland,37071,35.27128744,-81.19466407,0.008335293134396644,13839.628985092482,0.0,8943.0,7.4
HRSA-HCSD-BPS-H80-038273,Kintegra at Bessemer City Primary,37071,35.30041036,-81.27575789,0.008360648063470954,13881.727421904952,0.0,7422.0,7.4
HRSA-HCSD-BPS-LAL-037785,MAHEC at Cane Creek Middle,37021,35.48535257,-82.43364682,0.008324885519942492,13822.348546319316,0.0,6045.0,7.4
HRSA-HCSD-BPS-H80-039190,Kintegra at Rankin Elementary,37071,35.29785841,-81.02021001,0.008239243678508458,13680.151830266695,0.0,9396.0,7.3
HRSA-HCSD-BPS-LAL-021689,Maple Hill Medical Center,37141,34.67237431,-77.70987139,0.008208151784495145,13628.52793766328,0.0,4766.0,7.3
HRSA-HCSD-BPS-H80-038376,Kintegra Family Medicine and Dentistry - Bessemer City,37071,35.2835469,-81.27907025,0.00813611491937056,13508.920448100702,0.0,7738.0,7.2
HRSA-HCSD-BPS-H80-038274,Kintegra at Bessemer City High,37071,35.2974456,-81.28125575,0.008105231103011387,13457.642040351502,0.0,6452.0,7.2
HRSA-HCSD-BPS-H80-031435,Kintegra at William Ellis Middle,37059,35.92936244,-80.4077596,0.008120381336455528,13482.796957703982,0.0,4643.0,7.2
HRSA-HCSD-BPS-H80-035417,Pardee BlueMD 805 Fairview Road Suite 200,37021,35.57125476,-82.50237952,0.00810565587469488,13458.347316387764,0.0,11257.0,7.2
HRSA-HCSD-BPS-H80-002194,Comm Well Health of Newton Grove/Spivey's Corner - Dental,37163,35.24208556,-78.45155231,0.007981155346328147,13251.630996606134,0.0,3041.0,7.1
HRSA-HCSD-BPS-H80-036708,CommWell Health Discount Pharmacy,37163,35.24245447,-78.45016149,0.007955374894109931,13208.826036058836,0.0,3041.0,7.1
HRSA-HCSD-BPS-H80-019134,CommWell Health Mobile Dental - Unit 1,37163,35.24207898,-78.45154996,0.007981303934733569,13251.877707593902,0.0,3041.0,7.1
HRSA-HCSD-BPS-H80-033964,CommWell Health of Newton Grove / Spivey's Corner - Medical,37163,35.24123744,-78.45140001,0.008001784028536713,13285.88213854136,0.0,3041.0,7.1
HRSA-HCSD-BPS-H80-007819,CommWell Health of Newton Grove/Spivey's Corner,37163,35.24304596,-78.45120002,0.007951509607452539,13202.408249377935,0.0,3041.0,7.1
HRSA-HCSD-BPS-H80-036342,CommWell Health of Newton Grove/Spivey's Corner - Behavioral Health,37163,35.24234108,-78.4517,0.007975985206469435,13243.046677339622,0.0,3041.0,7.1
HRSA-HCSD-BPS-H80-027769,GOSHEN MEDICAL CENTER - RAEFORD,37093,34.97220064,-79.22547078,0.007949833752422638,13199.625718341213,0.0,4669.0,7.1
HRSA-HCSD-BPS-H80-032841,GOSHEN MEDICAL CENTER - RAEFORD MOBILE UNIT,37093,34.97220064,-79.22547078,0.007949833752422638,13199.625718341213,0.0,4669.0,7.1
HRSA-HCSD-BPS-H80-001637,HEALTH CARE FOR THE HOMELESS,37063,35.9931053,-78.8953388,0.007836197164772449,13010.947505487406,0.0,9535.0,7.0
HRSA-HCSD-BPS-H80-037142,Kintegra at Costner Elementary,37071,35.32757804,-81.22721334,0.007809640112160783,12966.853104827838,0.0,5238.0,7.0
HRSA-HCSD-BPS-H80-041112,Kintegra at Forestview High School,37071,35.18346194,-81.13563058,0.007878423257849232,13081.05823251884,0.0,5491.0,7.0
HRSA-HCSD-BPS-H80-039179,Kintegra at Mt. Holly Middle,37071,35.29706867,-81.02366251,0.007869942368524504,13066.97686071519,0.0,9620.0,7.0
HRSA-HCSD-BPS-H80-001501,Lincoln CHC -Durham County Human Services,37063,35.99203908,-78.89646809,0.007894136905828108,13107.148623645286,0.0,9535.0,7.0
HRSA-HCSD-BPS-H80-034790,Charlotte Community Health Clinic - Express Care,37119,35.21556208,-80.78347246,0.00770207542810392,12788.256468183765,0.0,11639.0,6.9
HRSA-HCSD-BPS-H80-027020,GOSHEN MEDICAL CENTER - SOUTHPORT,37019,33.94384745,-78.05643807,0.007720982565227202,12819.649216913464,0.0,7189.0,6.9
HRSA-HCSD-BPS-H80-035446,Kintegra at Piedmont Middle School,37071,35.23650288,-81.11500958,0.00775614043593999,12878.0241149195,0.0,8185.0,6.9
HRSA-HCSD-BPS-H80-041024,Kintegra at Clyde Campbell Elementary,37035,35.77744229,-81.28714772,0.007651552405839616,12704.369810321894,0.0,9049.0,6.8
HRSA-HCSD-BPS-LAL-037790,MAHEC at Barnardsville Elementary,37021,35.77549328,-82.45983507,0.007632170171876183,12672.1882274272,0.0,3681.0,6.8
HRSA-HCSD-BPS-H80-018727,CARY at DORCAS PLAZA,37183,35.78331578,-78.79809556,0.007508114215354332,12466.210059176796,0.0,8406.0,6.7
HRSA-HCSD-BPS-H80-009334,GOSHEN MEDICAL CENTER - FREMONT,37191,35.54311654,-77.9743771,0.007534078231346063,12509.319802588905,0.0,3438.0,6.7
HRSA-HCSD-BPS-H80-016922,Kintegra Family Dentistry - Hickory,37035,35.71297212,-81.27030337,0.007557254297977422,12547.800532461282,0.0,8012.0,6.7
HRSA-HCSD-BPS-H80-041111,Kintegra at Ashbrook High School,37071,35.24312781,-81.12731506,0.007536809461300156,12513.854641211634,0.0,9438.0,6.7
HRSA-HCSD-BPS-H80-041303,Kintegra at East Forysth Middle,37067,36.13320295,-80.12903206,0.007500205993940551,12453.079525129102,0.0,9551.0,6.7
HRSA-HCSD-BPS-H80-041087,Kintegra at Grier Middle School,37071,35.25350431,-81.15476822,0.007477925484745933,12416.085747480181,0.0,12092.0,6.7
HRSA-HCSD-BPS-H80-035884,Kintegra at North Gaston High School,37071,35.33452982,-81.17753741,0.007504674368345651,12460.498657598228,0.0,6176.0,6.7
HRSA-HCSD-BPS-LAL-034896,MAHEC  Health Center at Cane Creek,37021,35.48295703,-82.43862651,0.007577485795750353,12581.392203261035,0.0,5221.0,6.7
HRSA-HCSD-BPS-LAL-037094,MAHEC at Nesbitt Discovery Academy,37021,35.60635209,-82.58327335,0.007516826482358198,12480.67560238067,0.0,11456.0,6.7
HRSA-HCSD-BPS-H80-005468,Rural Health Group at Twin County,37083,36.24907433,-77.95875365,0.00753123753479137,12504.603209453873,0.0,3506.0,6.7
HRSA-HCSD-BPS-H80-008118,Rural Health Group at Whitakers,37065,36.105118,-77.71257799,0.007517792309155496,12482.279227390965,0.0,2784.0,6.7
HRSA-HCSD-BPS-H80-031445,Advance Community Health - Mobile Services,37183,35.78203825,-78.79891565,0.0074258716580302845,12329.657395485454,0.0,8406.0,6.6
HRSA-HCSD-BPS-H80-027067,Kintegra Family Dentistry - Lincolnton,37109,35.46796574,-81.23640519,0.007463870928841373,12392.750054765705,0.0,6781.0,6.6
HRSA-HCSD-BPS-H80-041300,Kintegra at Griffith Elementary,37067,36.04083102,-80.2633726,0.00743803215704811,12349.848262437186,0.0,8788.0,6.6
HRSA-HCSD-BPS-H80-037143,Kintegra at W C Friday Middle,37071,35.33399041,-81.18337146,0.00743946533749788,12352.227865094666,0.0,6177.0,6.6
HRSA-HCSD-BPS-H80-041270,Kintegra at Hudson Elementary,37027,35.8492783,-81.48278336,0.0073009844865208826,12122.299106962246,0.0,4805.0,6.5
HRSA-HCSD-BPS-H80-041504,Kintegra at Rama Road Elementary,37119,35.16954258,-80.77203024,0.007318160556288456,12150.817652041882,0.0,11043.0,6.5
HRSA-HCSD-BPS-H80-039184,Kintegra at Springfield Elementary,37071,35.347949,-81.09623345,0.0072855647776627775,12096.696762064057,0.0,5277.0,6.5
HRSA-HCSD-BPS-H80-039188,Kintegra at Stanley Middle,37071,35.3669255,-81.10431344,0.007343894557713041,12193.545487317213,0.0,4725.0,6.5
HRSA-HCSD-BPS-LAL-041160,MAHEC at Emma Elementary School,37021,35.59831984,-82.59250618,0.007265740542619939,12063.781296047155,0.0,11050.0,6.5
HRSA-HCSD-BPS-H80-015359,Northern Rowan Family Medicine,37159,35.69288242,-80.42642174,0.0073349145023163574,12178.635317638498,0.0,6857.0,6.5
HRSA-HCSD-BPS-H80-018290,Kintegra Family Medicine - Lincolnton,37109,35.4697101,-81.23571863,0.007226526574377176,11998.67179566576,0.0,6781.0,6.4
HRSA-HCSD-BPS-H80-019599,Kintegra Mobile Dentistry Unit South,37109,35.4697101,-81.23571863,0.007226526574377176,11998.67179566576,0.0,6781.0,6.4
HRSA-HCSD-BPS-H80-035865,Kintegra at Carr Elementary,37071,35.3128911,-81.18344497,0.007149900398861679,11871.444375755971,0.0,6747.0,6.4
HRSA-HCSD-BPS-H80-039111,Kintegra at Hudson Middle School,37027,35.84791741,-81.47891402,0.0071649216925843634,11896.385206107836,0.0,4805.0,6.4
HRSA-HCSD-BPS-H80-041594,United Health Centers @ Kernersville Road,37067,36.077391,-80.1780983,0.007205988826521453,11964.571637947292,0.0,6353.0,6.4
HRSA-HCSD-BPS-H80-000848,COLERAIN PRIMARY CARE,37015,36.20134845,-76.76897594,0.00708557763644426,11764.645112334774,0.0,3637.0,6.3
HRSA-HCSD-BPS-H80-005011,GOSHEN MEDICAL CENTER - GARLAND,37163,34.78314078,-78.39389999,0.007117517680214647,11817.677243109592,0.0,1904.0,6.3
HRSA-HCSD-BPS-H80-033403,Kintegra at Catawba Valley Community College,37035,35.6999637,-81.28797091,0.007046484764869902,11699.736676623215,0.0,8873.0,6.3
HRSA-HCSD-BPS-H80-032846,Kintegra at Challenger High School,37035,35.6999637,-81.28797091,0.007046484764869902,11699.736676623215,0.0,8873.0,6.3
HRSA-HCSD-BPS-H80-041085,Kintegra at Cramerton Middle,37071,35.22297072,-81.08637306,0.0070669579966797,11733.72971415709,0.0,7345.0,6.3
HRSA-HCSD-BPS-H80-041113,Kintegra at Highland School of Technology,37071,35.28040825,-81.19068836,0.007087292359120585,11767.49217785125,0.0,8796.0,6.3
HRSA-HCSD-BPS-H80-039185,Kintegra at Kiser Elementary,37071,35.36115542,-81.09267968,0.007103403092413954,11794.241875535896,0.0,4725.0,6.3
HRSA-HCSD-BPS-H80-037144,Kintegra at New Hope Elementary,37071,35.21041119,-81.08376529,0.007047275461332983,11701.049521356137,0.0,7647.0,6.3
HRSA-HCSD-BPS-LAL-038413,MAHEC at Madison Early College High School,37115,35.81394464,-82.67570914,0.007108336274572626,11802.432758530778,0.0,3906.0,6.3
HRSA-HCSD-BPS-LAL-038210,MAHEC at Madison High School,37115,35.81370263,-82.67385712,0.007088407700409551,11769.344051490505,0.0,3906.0,6.3
HRSA-HCSD-BPS-LAL-009756,Mashburn Medical Center,37115,35.80596146,-82.65212255,0.007041521812621703,11691.496364413633,0.0,3906.0,6.3
HRSA-HCSD-BPS-H80-011614,United Health Centers,37067,36.07832382,-80.18163823,0.0070793776496477475,11754.350871257382,0.0,6648.0,6.3
HRSA-HCSD-BPS-H80-027194,Blue Ridge Health - Lake Lure,37161,35.41356593,-82.19685923,0.006931208107328173,11508.335349123941,0.0,1420.0,6.2
HRSA-HCSD-BPS-H80-039191,Kintegra at Community Public Charter School,37071,35.37309081,-81.09463091,0.006937777183473131,11519.242413237365,0.0,4803.0,6.2
HRSA-HCSD-BPS-H80-004559,Moncure Community Health Center,37037,35.63142547,-79.09618345,0.006989762079467141,11605.55631507446,0.0,3028.0,6.2
HRSA-HCSD-BPS-H80-035157,Piedmont Health Services,37037,35.63142547,-79.09618345,0.006989762079467141,11605.55631507446,0.0,3028.0,6.2
HRSA-HCSD-BPS-LAL-036355,AMG4 Dallas,37071,35.31626649,-81.16209627,0.006903367900379423,11462.11044391348,0.0,6334.0,6.1
HRSA-HCSD-BPS-H80-031380,Blue Ridge Health - Rosman High School,37175,35.14322001,-82.82055002,0.006855324762468844,11382.341299236581,0.0,2320.0,6.1
HRSA-HCSD-BPS-H80-031381,Blue Ridge Health - Rosman Middle School,37175,35.14318191,-82.82082973,0.006850672556305015,11374.616938949377,0.0,2320.0,6.1
HRSA-HCSD-BPS-H80-013271,Rutherford Health Center,37161,35.35802669,-81.93319775,0.006872885902920589,11411.499202202744,0.0,7796.0,6.1
HRSA-HCSD-BPS-H80-031442,Blue Ridge Health - Rosman Elementary,37175,35.14391562,-82.82723065,0.006718351035878409,11154.914917686254,0.0,2320.0,6.0
HRSA-HCSD-BPS-H80-038275,Kintegra at Bessemer City Middle,37071,35.27285628,-81.30031645,0.006775088246593112,11249.119396554572,0.0,6437.0,6.0
HRSA-HCSD-BPS-H80-035454,Kintegra at G E Massey Elementary,37109,35.47794712,-81.23703953,0.006766265580297789,11234.470550231137,0.0,7423.0,6.0
HRSA-HCSD-BPS-H80-035866,Kintegra at Shady Grove Elementary,37059,35.94624334,-80.41519409,0.006688576704551942,11105.478660053384,0.0,5628.0,6.0
HRSA-HCSD-BPS-H80-040033,Blue Ridge Health - Atkinson Elementary School,37089,35.28419901,-82.49271501,0.0066743301891651514,11081.824244533196,0.0,6532.0,5.9
